,text,sentiment,transformed_text
3327,Filhotes de leopardos raros são apresentados ao público de zoológico em Nova York,1,filhot leopard rar apresent publ zoolog nov york
3328,O primeiro DJ a tocar no espaço,1,prim dj toc espac
3329,Menina de quatro anos bate recorde de escalada de montanhas nos EUA,1,menin quatr ano bat record escal montanh eua
3330,'Canhão de Salmão' facilita migração de peixes interrompida por ações humanas nos EUA,1,canha salma facilit migraca peix interromp aco human eua
3331,Homem recupera quase US$ 23 mil que havia jogado no lixo por engano nos EUA,1,hom recup quas us 23 hav jog lix engan eua
3332,Modelo brasileira com síndrome de Down é capa de revista australiana,1,model sindrom down cap revist australi
3333,Jovem presenteia cachorro de vizinha com brinquedos para ajudá-lo a não se sentir sozinho,1,jov presente cachorr vi brinqued ajud lo sent so
3334,"Com paralisia cerebral, profissional de educação física quebra preconceitos e vira exemplo em academia no Rio",1,paralis cerebr profiss educaca fisic quebr preconceit vir exempl academ rio
3335,"Francês de 72 anos atravessa o Atlântico em um tonel sem motor, levado pelas correntes e pelo vento",1,franc 72 ano atravess atlan tonel motor lev corr vent
3337,Dona de casa do Oregon espalha mensagens motivacionais no jardim de casa,1,don cas oregon espalh mens motivac jardim cas
3338,Centenários se casam após um ano de namoro nos EUA ,1,centenari cas apo ano namor eua
3339,A menina sem mãos que pinta e ganhou concurso de caligrafia,1,menin mao pint ganh concurs caligraf
3340,Homem faz ‘serenata’ para vacas com saxofone ,1,hom faz serenat vac saxofon
3341,Evento monta cinema ao ar livre para crianças no Complexo da Penha,1,event mont cinem ar livr crianc complex penh
3344,A tocante história da enfermeira que adotou garoto com paralisia cerebral abandonado pelos pais,1,toc hist enferm adot garot paralis cerebr abandon pal
3345,Tartaruga ganha prótese feita de Lego após perder patas traseiras; veja vídeo,1,tartarug ganh protes feit leg apo perd pat tras vej vide
3346,Bailarinos da Maré conquistam vaga em escola de dança na Bélgica,1,bailarin mar conquist vag escol danc belg
3347,'Sou uma personal trainer com paralisia cerebral',1,person train paralis cerebr
3348,Jovens ajudam idosos solitários na Alemanha,1,jov ajud idos solitari alemanh
3349,Menino cego toca bateria em show no Japão e mãe se emociona; veja vídeo  ,1,menin ceg toc bat show japa mae emoc vej vide
3351,Artistas batem recorde de maior castelo de areia do mundo na Alemanha,1,artist bat record mai castel are mund alemanh
3352,"Americano usa números de biscoito da sorte e ganha US$ 344,6 milhões na loteria",1,americ usa numer biscoit sort ganh us 344 6 milho lot
3353,O engenheiro que criou adoçante com resto de milho para pai diabético,1,engenh cri adoc rest milh pai diabe
3354,Adolescente cria miniescavadeira usando seringas e restos de notebook,1,adolesc cri miniescav us sering rest notebook
3355,'Menor bebê do mundo' a sobreviver deixa hospital e vai para casa nos EUA,1,men beb mund sobreviv deix hospit cas eua
3356,Fotógrafo usa drone para criar 'anéis de luz' sobre paisagens naturais,1,fotograf usa dron cri anel luz sobr pais natur
3357,O menino de 4 anos que resolve cubos mágicos de olhos fechados,1,menin 4 ano resolv cub magic olh fech
3358,Milionário árabe resolve construir casa nova para garoto peruano que estuda na rua porque não há luz onde mora,1,milionari arab resolv constru cas nov garot peru estud rua porqu luz ond mor
3359,"Para ajudar pais a cuidarem dos cabelos cacheados dos filhos, cabeleireira do DF cria curso gratuito pela internet ",1,ajud pal cuid cabel cache filh cabeleir cri curs gratuit internet
3360,Maior estátua de ave do mundo fica na Índia; veja vídeo,1,mai estatu ave mund fic ind vej vide
3361,Fazendeiro faz cesárea em raposa atropelada e salva 4 filhotes,1,fazend faz cesare rap atropel salv 4 filhot
3362,Conheça o app brasileiro que foi um dos vencedores de concurso mundial do Google,1,conhec app venc concurs mund googl
3363,Os impressionantes retratos feitos com máquina de costura por artista indiano,1,impression retrat feit maquin costur artist indi
3364,Gata adota quatro filhotes órfãos de esquilo,1,gat adot quatr filhot orfa esquil
3365,"Após adaptação em santuário em SP, ursa exibe novo visual; veja antes e depois",1,apo adaptaca santuari sp urs exib nov visual vej ant
3366,Gorilas de santuário aprendem a posar para fotos,1,goril santuari aprend pos fot
3367,Projeto de alfabetização leva garis para sala de aula no DF ,1,projet alfabetizaca lev garil sal aul
3368,Bebê estrela ensaio inspirado em 'Game of Thrones' e posa com lobo de pelúcia e dragão de brinquedo,1,beb estrel ensai inspir gam of thron pos lob peluc draga brinqued
3369,'O que descobri ao refazer viagem que minha vó encarou sozinha em 1956',1,descobr refaz viag vo encar so 1956
3370,Enfermeiro do Samu canta para acalmar paciente com Alzheimer no DF,1,enferm samu cant acalm paci alzheim
3371,Ciclista adota cachorrinha e a leva nas costas para treinos com bicicleta: 'Foi ela que me escolheu e mudou minha vida',1,cicl adot cachorr lev cost trein biciclet escolh mud vid
3372,Crianças dançam ao som de Jorge Ben Jor na Zâmbia e vídeo viraliza; conheça a história,1,crianc danc som jorg ben jor zamb vide viraliz conhec hist
3373,Casal de centenários nos EUA celebra 82 anos de casados,1,casal centenari eua celebr 82 ano cas
3374,Algoritmos que montaram 1ª imagem de um buraco negro foram criados com ajuda de pesquisadora de 29 anos,1,algoritm mont imag burac negr cri ajud pesquis 29 ano
3375,Cachorro ganha prótese adaptada em snowboard para brincar na neve nos EUA,1,cachorr ganh protes adapt snowboard brinc nev eua
3376,A menina que cresceu sonhando com um lar sem goteiras e hoje 'transforma casas' de graça,1,menin cresc sonh lar got hoj transform cas grac
3377,A babá que aprendeu a ler sozinha e hoje faz faculdade de pedagogia,1,bab aprend ler so hoj faz faculdad pedagog
3378,Estudantes usam 'lambe-lambes' para combater preconceitos em Aracaju,1,estud us lamb lamb combat preconceit aracaju
3379,Escola nos EUA tem quase metade das professoras grávidas; VÍDEO,1,escol eua quas metad profes grav vide
3380,"Muito mais que um pet: conheça Prince, um animal de suporte emocional",1,pet conhec princ animal suport emoc
3382,A brasileira por trás de uma comunidade que ensina programação para mulheres em 45 países,1,tra comunidad ensin programaca mulh 45 pais
3383,Projeto oferece imóveis desocupados no Japão a mães solteiras por preços menores,1,projet oferec imovel desocup japa mae solt prec men
3384,Refugiado nigeriano de 8 anos que mora em abrigo nos EUA vence campeonato estadual de xadrez,1,refugi nigeri 8 ano mor abrig eua venc campeonat estad xadr
3385,Alunos de faculdade se unem para ajudar vendedora que perdeu carro em chuva,1,alun faculdad un ajud vend perd carr chuv
3386,Cão perdido em montanha coberta de neve é resgatado com ajuda de helicóptero; veja vídeo,1,cao perd montanh cobert nev resgat ajud helicopter vej vide
3387,"Menino de 10 anos cria 'empresa aérea', e diretor de companhia da Austrália dá conselhos",1,"menin 10 ano cri empr aere ', dire companh austral conselh"
3388,Como a Índia revolucionou a matemática séculos antes do Ocidente,1,ind revolucion matema secul ant ocid
3390,‘Avó não foi feita para cuidar de neto’: a aposentada que deixou a família e a casa no Brasil para dar uma volta ao mundo,1,avo feit cuid net ': aposent deix famil cas dar volt mund
3391,O soldado que por anos manteve um talento em segredo - o balé ,1,sold ano mantev talent segred bal
3392,Oito centenários comemoram aniversários juntos nos EUA,1,oit centenari comemor aniversari junt eua
3393,Bailarina faz pole dance em topo de prédio na Rússia,1,bailarin faz pol danc top predi russ
3394,Homem de 93 anos tenta bater recorde mundial de quebra-cabeças,1,hom 93 ano tent bat record mund quebr cabec
3395,Estudante cria prótese com Lego para seu braço na Espanha,1,estud cri protes leg brac espanh
3396,Cachorras buscam ajuda de vizinha e salvam vida de dona nos EUA,1,cachorr busc ajud vi salv vid don eua
3397,Como uma bolsa do Prouni e outra do Ciência sem Fronteiras ajudaram gaúcha a virar designer em Dubai,1,bols proun outr cienc fronteir ajud gauch vir design dub
3398,"Evento reúne mais de mil golden retrievers na cidade de Golden, nos EUA; veja vídeo",1,event reun golden retriev cidad golden eua vej vide
3399,Emojis: Como um mesmo símbolo pode significar parabéns e sexo em diferentes culturas,1,emojil simbol pod signific parab sex difer cult
3400,"Sapo Romeu, o mais solitário do mundo, finalmente conhece sua parceira Julieta",1,sap rom solitari mund final conhec parc juliet
3401,Panda comemora 1º aniversário com bolo em zoológico na Malásia; veja fotos,1,pand comem aniversari bol zoolog malas vej fot
3402,O pequeno país onde são faladas mais de 800 línguas,1,pequen pal ond fal 800 lingu
3403,China abre festival com torneio de natação em águas congelantes e esculturas de gelo,1,chin abr festiv tornei nataca agu congel escult gel
3404,Destruir para desestressar: a empresa que oferece um carro para você quebrar a marretadas,1,destru desestress empr oferec carr quebr marret
3405,Adestrador de cães dedica parte do dia a ensinar vira-latas sem dono,1,adestr cae dedic part dia ensin vir lat don
3406,Mulher encontra aliança perdida dentro de panela e se torna amiga de dona da joia,1,mulh encontr alianc perd dentr panel torn amig don joi
3407,Como a Finlândia fabrica roupa com madeira usada,1,finland fabr roup mad us
3408,Motorista de ônibus escolar compra presentes para 70 alunos nos EUA,1,motor onibu escol compr pres 70 alun eua
3409,Pai compra passagens para seis voos para passar Natal com filha comissária nos EUA,1,pai compr pass seil voo pass natal filh comiss eua
3410,Norte-americano cruza a Antártica a pé e sozinho pela primeira vez na história,1,nort americ cruz antar pe so prim vez hist
3411,10 lições que aprendemos com as notícias mais legais do ano,1,10 lico aprend notic legal ano
3412,Tatuador cria projeto para ajudar mulheres que tiveram câncer de mama,1,tatu cri projet ajud mulh canc mam
3413,1º Natal em casa: a história da família que adotou seis irmãos de uma só vez e agora tem 22 filhos,1,natal cas hist famil adot seil irma vez agor 22 filh
3414,O 'anjo nigeriano' que paga a conta de pacientes presos em hospitais por não terem dinheiro,1,anj nigeri pag cont paci pres hospit ter dinh
3415,"Por amor aos livros, moradora do Rio  transforma garagem em biblioteca comunitária",1,am livr mor rio transform gar bibliotec comunit
3416,'Basta ter oportunidade': indígena brasileira se junta a Mandela e Malala com principal prêmio de direitos humanos da ONU,1,bast ter oportun ': indigen junt mandel malal princip premi direit human onu
3417,"George Bush pai ajudou criança filipina por dez anos em segredo, revelam cartas",1,georg bush pai ajud crianc filipin dez ano segred revel cart
3418,"Antes de morrer, vizinho idoso deixa para menina 14 anos de presentes de Natal",1,ant morr vi idos deix menin 14 ano pres natal
3419,Cão recebe diploma honorário de universidade nos EUA por ajudar aluna cadeirante,1,cao receb diplom honorari univers eua ajud alun cadeir
3420,"Tumba intocada de 4,4 mil anos é descoberta no Egito: veja como é seu interior",1,tumb intoc 4 4 ano descobert egit vej interi
3422,Australiana de 102 anos se torna a mais velha paraquedista do mundo,1,australi 102 ano torn velh paraqued mund
3423,Morador de Araras (SP) dedica parte da vida a plantar árvores,1,mor arar sp dedic part vid plant arv
3424,"Artistas exaltam culturas indígena e latina em murais espalhados por El Paso, no Texas",1,artist exalt cult indigen latin mural espalh el pas tex
3425,Pesquisadores australianos desenvolvem teste de 10 minutos capaz de detectar câncer,1,pesquis australi desenvolv test 10 minut capaz detect canc
3426,Grafiteiro cria projeto de artes marciais para crianças do Rio,1,grafit cri projet art marc crianc rio
3427,Golfinhos 'brilham' em meio a plânctons no Mar Mediterrâneo,1,golf brilh mei planctom mar mediterrane
3428,Menino que perdeu dinossauros em incêndio recebe mais de 100 brinquedos pelos correios,1,menin perd dinossaur incendi receb 100 brinqued correi
3429,"Neozelandês surpreende companheira ao pedi-la em casamento fazendo um haka, dança ritual maori; veja vídeo",1,neozeland surpreend companh ped la cas faz hak danc rit maor vej vide
3430,A história por trás da foto viral de um menino na lagoa com duas onças,1,hist tra fot viral menin lago dua onc
3431,Burro e emu ‘apaixonados’ são adotados juntos por ator de ‘Walking Dead’,1,burr emu apaixon adot junt at walking dead
3432,Dançarina que ficou tetraplégica aos 17 anos cria companhia de dança para cadeirantes no DF,1,dancarin fic tetrapleg 17 ano cri companh danc cadeir
3433,Morador de rua encontra R$ 65 mil e entrega a banco de alimentos nos EUA,1,mor rua encontr r 65 entreg banc aliment eua
3435,"Pântanos ganham cores do arco-íris, entenda o fenômeno",1,pant ganh cor arc iril entend fenomen
3436,Os cães e gatos que acompanham líderes políticos pelo mundo,1,cae gat acompanh lid poli mund
3437,Escola pública americana instala máquina de livros para incentivar leitura entre alunos,1,escol publ americ instal maquin livr incentiv leit alun
3439,Estilista se veste de Mulher Maravilha para fazer trabalho voluntário com crianças em SP: 'Empoderamento',1,estil vest mulh maravilh faz trabalh voluntari crianc sp empoder
3440,Robôs controlados por pessoas com deficiência servem clientes em café no Japão,1,rob control pesso deficienc serv client caf japa
3441,O aeroporto que se tornou sinônimo de paz para jovem com autismo: 'Avistar aviões ajuda a controlar as emoções',1,aeroport torn sinon paz jov aut avist avio ajud control emoco
3442,A premiada casa de bambu que pode ser construída em quatro horas,1,premi cas bambu pod ser constru quatr hor
3443,Aluna do 6º ano deixa bilhete avisando que ônibus escolar bateu em carro nos EUA,1,alun 6o ano deix bilhet avis onibu escol bat carr eua
3444,Chinês constrói bicicleta em forma de dragão usando 22 mil palitos de sorvete,1,chin constro biciclet form draga us 22 palit sorvet
3445,"Aplicativo de celular identifica com precisão ataques cardíacos potencialmente fatais, diz estudo",1,aplic celul identif precisa ataqu cardiac potenc fatal diz estud
